Step,Obj_Name,Obj_X,Obj_Y,Deflection_dX,Max_Flow_Vel
0,FlexibleCylinder_0,200,100.0,0.0,0.02000199993769383
20,FlexibleCylinder_0,200,100.00003101124189,3.101124189264351e-05,0.03336605298630652
40,FlexibleCylinder_0,200,100.00020106354738,0.00020106354737313992,0.03955432701520195
60,FlexibleCylinder_0,200,100.0004883147156,0.0004883147155962885,0.04277608772504528
80,FlexibleCylinder_0,200,100.00080731959861,0.000807319598608431,0.04420394297169796
100,FlexibleCylinder_0,200,100.0012241854973,0.0012241854973075925,0.043564125774821244
120,FlexibleCylinder_0,200,100.00172181930186,0.001721819301858297,0.04275204534608511
140,FlexibleCylinder_0,200,100.00230313062065,0.002303130620640061,0.0416118459250475
160,FlexibleCylinder_0,200,100.00297897108878,0.0029789710887783774,0.04030340892569616
180,FlexibleCylinder_0,200,100.003739524391,0.003739524390988912,0.03911359478325391
200,FlexibleCylinder_0,200,100.00459334901429,0.004593349014288774,0.03867792765351821
220,FlexibleCylinder_0,200,100.00554254365503,0.005542543655025916,0.03841285710243847
240,FlexibleCylinder_0,200,100.00658249832975,0.006582498329749218,0.03820072114627475
260,FlexibleCylinder_0,200,100.00770989516417,0.007709895164168867,0.038063728842312156
280,FlexibleCylinder_0,200,100.00892951885604,0.008929518856033178,0.0378187284764926
300,FlexibleCylinder_0,200,100.00989664929502,0.009896649295015426,0.0378835590150305
320,FlexibleCylinder_0,200,100.01115885488655,0.011158854886540195,0.03813740681124217
340,FlexibleCylinder_0,200,100.01289856543913,0.012898565439125488,0.03807932311585208
360,FlexibleCylinder_0,200,100.01461030303624,0.014610303036236153,0.03801341520270954
380,FlexibleCylinder_0,200,100.01623705456653,0.016237054566535764,0.03845424573417822
400,FlexibleCylinder_0,200,100.01785920585704,0.01785920585703721,0.03854215090638568
420,FlexibleCylinder_0,200,100.01951226456215,0.019512264562148378,0.038245501679028515
440,FlexibleCylinder_0,200,100.02129261902525,0.02129261902524379,0.03813706894072615
460,FlexibleCylinder_0,200,100.02318727674194,0.02318727674193593,0.03797597419756457
480,FlexibleCylinder_0,200,100.02513852690936,0.025138526909359395,0.037781135720123336
500,FlexibleCylinder_0,200,100.02714784614724,0.02714784614724605,0.037653016914508626
520,FlexibleCylinder_0,200,100.02921802615796,0.029218026157966957,0.037508429947816904
540,FlexibleCylinder_0,200,100.03135110989429,0.03135110989428331,0.037427951993895515
560,FlexibleCylinder_0,200,100.03354869998846,0.03354869998846227,0.03734727450632654
580,FlexibleCylinder_0,200,100.0358113574384,0.03581135743840984,0.03727898449049576
600,FlexibleCylinder_0,200,100.03801072124145,0.03801072124144371,0.03725062476406237
