Step,Obj_Name,Obj_X,Obj_Y,Deflection_dX,Max_Flow_Vel
0,FlexibleCantilever_0,200.0,101,0.0,0.04000399987538757
20,FlexibleCantilever_0,210.81885367131633,101,10.818853671316324,0.05971519703051932
40,FlexibleCantilever_0,210.43360318311562,101,10.43360318311561,0.06758614770223921
60,FlexibleCantilever_0,209.55110486402413,101,9.551104864024133,0.08160833501557786
80,FlexibleCantilever_0,208.07645973463775,101,8.07645973463774,0.0945537102685133
100,FlexibleCantilever_0,205.92522302408858,101,5.925223024088574,0.0998345780382577
120,FlexibleCantilever_0,204.79760812706579,101,4.797608127065791,0.11087142005493138
140,FlexibleCantilever_0,203.8096495670865,101,3.8096495670864954,0.11892076425569928
160,FlexibleCantilever_0,203.08637952845774,101,3.0863795284577495,0.12499742041392006
180,FlexibleCantilever_0,202.53172242333775,101,2.5317224233377567,0.13175165916522788
200,FlexibleCantilever_0,201.94559953456812,101,1.9455995345681103,0.13834492346370098
220,FlexibleCantilever_0,201.2202261518413,101,1.2202261518412958,0.14724241960085113
240,FlexibleCantilever_0,200.62624395175723,101,0.6262439517572393,0.1582501927857677
260,FlexibleCantilever_0,200.3040425919941,101,0.304042591994091,0.17273705752589172
280,FlexibleCantilever_0,199.8706629371267,101,-0.12933706287331526,0.1749753378279589
300,FlexibleCantilever_0,200.04105413434255,101,0.04105413434254612,0.17907700143921135
320,FlexibleCantilever_0,199.67383120201123,101,-0.32616879798876575,0.1830241592602363
340,FlexibleCantilever_0,199.74746560696227,101,-0.25253439303772907,0.1875594488001024
360,FlexibleCantilever_0,199.46287143102154,101,-0.5371285689784739,0.1856513735499595
380,FlexibleCantilever_0,199.41740843527637,101,-0.5825915647236186,0.18512655257928373
400,FlexibleCantilever_0,199.54963454407994,101,-0.45036545592007415,0.19511308935306373
420,FlexibleCantilever_0,199.81310882243187,101,-0.18689117756811935,0.19020667688016912
440,FlexibleCantilever_0,200.01656028225054,101,0.016560282250547176,0.18258982474299132
460,FlexibleCantilever_0,200.19967767901733,101,0.19967767901733902,0.17838797142558935
480,FlexibleCantilever_0,200.4339509298496,101,0.4339509298495945,0.176314684645165
500,FlexibleCantilever_0,200.53378848610524,101,0.5337884861052482,0.17153002601782416
520,FlexibleCantilever_0,200.65564092635216,101,0.6556409263521672,0.16806017859457895
540,FlexibleCantilever_0,200.73175780744984,101,0.731757807449847,0.16670906266228575
560,FlexibleCantilever_0,200.759192100433,101,0.7591921004330041,0.16373952198515745
580,FlexibleCantilever_0,200.8521883948167,101,0.8521883948166962,0.1626410338393522
600,FlexibleCantilever_0,200.9009821232899,101,0.9009821232899007,0.15961630041918123
620,FlexibleCantilever_0,200.92619773361577,101,0.9261977336157707,0.15985891449678005
640,FlexibleCantilever_0,201.00565404970365,101,1.0056540497036566,0.15923868887801076
660,FlexibleCantilever_0,201.73187695979755,101,1.7318769597975343,0.159269734537358
680,FlexibleCantilever_0,205.71393688638196,101,5.7139368863819575,0.15928855998757308
700,FlexibleCantilever_0,207.70939131591777,101,7.70939131591776,0.17253271576890375
720,FlexibleCantilever_0,207.5503667566797,101,7.550366756679699,0.176524070940497
740,FlexibleCantilever_0,206.70222491704274,101,6.70222491704274,0.17851235868532925
760,FlexibleCantilever_0,205.8808949499633,101,5.880894949963301,0.1909604556732658
780,FlexibleCantilever_0,205.0896567589836,101,5.089656758983594,0.18344423743895957
800,FlexibleCantilever_0,204.52329558623904,101,4.523295586239039,0.19599053414493445
820,FlexibleCantilever_0,203.900652977304,101,3.9006529773039946,0.1970713565935616
840,FlexibleCantilever_0,203.23364653518001,101,3.2336465351800125,0.19071074110571992
860,FlexibleCantilever_0,202.7721639556097,101,2.772163955609688,0.1954886851749621
880,FlexibleCantilever_0,202.3391743424271,101,2.3391743424270968,0.1955550564509096
900,FlexibleCantilever_0,201.94385910263733,101,1.9438591026373324,0.19415377552442603
920,FlexibleCantilever_0,201.69824169279286,101,1.698241692792861,0.19068279845745495
940,FlexibleCantilever_0,201.4624226488885,101,1.4624226488884986,0.1894839708732331
960,FlexibleCantilever_0,201.16606514293127,101,1.166065142931283,0.18703789751776118
980,FlexibleCantilever_0,200.85576700302227,101,0.8557670030222667,0.18612525838206467
1000,FlexibleCantilever_0,200.55294475831053,101,0.5529447583105185,0.18697079378711717
1020,FlexibleCantilever_0,200.25219212626402,101,0.2521921262640285,0.18521079735774443
