Step,Obj_Name,Obj_X,Obj_Y,Deflection_dX,Max_Flow_Vel
0,FlexibleCantilever_0,200.0,151,0.0,0.07200000000000004
0,FlexibleCantilever_1,450.0,151,0.0,0.07200000000000004
0,FlexibleCantilever_2,700.0,151,0.0,0.07200000000000004
0,FlexibleCantilever_3,950.0,151,0.0,0.07200000000000004
20,FlexibleCantilever_0,205.34398020734022,151,5.343980207340232,0.102388865074422
20,FlexibleCantilever_1,455.3439802073402,151,5.343980207340232,0.102388865074422
20,FlexibleCantilever_2,705.3439802073402,151,5.343980207340232,0.102388865074422
20,FlexibleCantilever_3,955.3439802073402,151,5.343980207340232,0.102388865074422
40,FlexibleCantilever_0,237.4693148696034,151,37.469314869603416,0.09722734388029106
40,FlexibleCantilever_1,487.4693148696034,151,37.469314869603416,0.09722734388029106
40,FlexibleCantilever_2,737.4693148696034,151,37.469314869603416,0.09722734388029106
40,FlexibleCantilever_3,987.4693148696034,151,37.469314869603416,0.09722734388029106
60,FlexibleCantilever_0,255.4969229751282,151,55.49692297512821,0.09691007378904447
60,FlexibleCantilever_1,505.4969229751282,151,55.49692297512821,0.09691007378904447
60,FlexibleCantilever_2,755.4969229751282,151,55.49692297512821,0.09691007378904447
60,FlexibleCantilever_3,1005.4969229751282,151,55.49692297512821,0.09691007378904447
80,FlexibleCantilever_0,241.39202092822424,151,41.392020928224234,0.09775241221079908
80,FlexibleCantilever_1,491.3920209282242,151,41.392020928224234,0.09775241221079908
80,FlexibleCantilever_2,741.3920209282243,151,41.392020928224234,0.09775241221079908
80,FlexibleCantilever_3,991.3920209282243,151,41.392020928224234,0.09775241221079908
100,FlexibleCantilever_0,218.5061777774547,151,18.506177777454702,0.09765504527506844
100,FlexibleCantilever_1,468.5061777774547,151,18.506177777454702,0.09765504527506844
100,FlexibleCantilever_2,718.5061777774547,151,18.506177777454702,0.09765504527506844
100,FlexibleCantilever_3,968.5061777774547,151,18.506177777454702,0.09765504527506844
120,FlexibleCantilever_0,213.10692604745668,151,13.106926047456692,0.09753911510990519
120,FlexibleCantilever_1,463.1069260474567,151,13.106926047456692,0.09753911510990519
120,FlexibleCantilever_2,713.1069260474567,151,13.106926047456692,0.09753911510990519
120,FlexibleCantilever_3,963.1069260474567,151,13.106926047456692,0.09753911510990519
140,FlexibleCantilever_0,230.9046932685797,151,30.904693268579717,0.09756391176592961
140,FlexibleCantilever_1,480.9046932685797,151,30.904693268579717,0.09756391176592961
140,FlexibleCantilever_2,730.9046932685798,151,30.904693268579717,0.09756391176592961
140,FlexibleCantilever_3,980.9046932685798,151,30.904693268579717,0.09756391176592961
160,FlexibleCantilever_0,262.9181890992123,151,62.918189099212306,0.0975654268845698
160,FlexibleCantilever_1,512.9181890992123,151,62.918189099212306,0.0975654268845698
160,FlexibleCantilever_2,762.9181890992123,151,62.918189099212306,0.0975654268845698
160,FlexibleCantilever_3,1012.9181890992123,151,62.918189099212306,0.0975654268845698
180,FlexibleCantilever_0,275.0,151,75.0,0.09755638572940564
180,FlexibleCantilever_1,525.0,151,75.0,0.09755638572940564
180,FlexibleCantilever_2,775.0,151,75.0,0.09755638572940564
180,FlexibleCantilever_3,1025.0,151,75.0,0.09755638572940564
200,FlexibleCantilever_0,273.5343103262035,151,73.53431032620354,0.09755926710169194
200,FlexibleCantilever_1,523.5343103262035,151,73.5343103262035,0.09755926710169194
200,FlexibleCantilever_2,773.5343103262035,151,73.5343103262035,0.09755926710169194
200,FlexibleCantilever_3,1023.534310326205,151,73.53431032620493,0.09755926710169194
220,FlexibleCantilever_0,246.5375234360962,151,46.53752343609621,0.0975594513400971
220,FlexibleCantilever_1,496.53752343609597,151,46.537523436095974,0.0975594513400971
220,FlexibleCantilever_2,746.537523436096,151,46.537523436095974,0.0975594513400971
220,FlexibleCantilever_3,996.5375234361262,151,46.53752343612617,0.0975594513400971
240,FlexibleCantilever_0,209.2172348314684,151,9.21723483146839,0.09755835195502055
240,FlexibleCantilever_1,459.21723483147804,151,9.217234831478036,0.09755835195502055
240,FlexibleCantilever_2,709.217234831478,151,9.217234831478036,0.09755835195502055
240,FlexibleCantilever_3,959.2172348315095,151,9.217234831509508,0.09755835195502055
260,FlexibleCantilever_0,186.7015107173999,151,-13.298489282600086,0.09755824873222457
260,FlexibleCantilever_1,436.70151071741554,151,-13.298489282584427,0.09755824873222457
260,FlexibleCantilever_2,686.7015107174155,151,-13.298489282584427,0.09755824873222457
260,FlexibleCantilever_3,936.7015107174202,151,-13.298489282579766,0.09755824873222457
280,FlexibleCantilever_0,191.5326374317594,151,-8.467362568240588,0.0975579322423349
280,FlexibleCantilever_1,441.5326374321093,151,-8.467362567890678,0.0975579322423349
280,FlexibleCantilever_2,691.5326374321094,151,-8.467362567890678,0.0975579322423349
280,FlexibleCantilever_3,941.5326374320833,151,-8.467362567916712,0.0975579322423349
300,FlexibleCantilever_0,233.04315617724404,151,33.04315617724403,0.09755752449310948
300,FlexibleCantilever_1,483.04315626956645,151,33.04315626956647,0.09755752449310948
300,FlexibleCantilever_2,733.0431562695665,151,33.04315626956647,0.09755752449310948
300,FlexibleCantilever_3,983.0431562708338,151,33.04315627083379,0.09755752449310948
320,FlexibleCantilever_0,275.0,151,75.0,0.09755725586191866
320,FlexibleCantilever_1,525.0,151,75.0,0.09755725586191866
320,FlexibleCantilever_2,775.0,151,75.0,0.09755725586191866
320,FlexibleCantilever_3,1025.0,151,75.0,0.09755725586191866
340,FlexibleCantilever_0,263.80868948719836,151,63.80868948719837,0.09755699577149028
340,FlexibleCantilever_1,513.7818640489346,151,63.78186404893462,0.09755699577149028
340,FlexibleCantilever_2,763.7818640489346,151,63.78186404893462,0.09755699577149028
340,FlexibleCantilever_3,1023.0445807972096,151,73.04458079720958,0.09755699577149028
360,FlexibleCantilever_0,209.4882939094125,151,9.488293909412501,0.09755674848490392
360,FlexibleCantilever_1,458.8169200240405,151,8.816920024040495,0.09755674848490392
360,FlexibleCantilever_2,708.8169200240405,151,8.816920024040495,0.09755674848490392
360,FlexibleCantilever_3,988.3481367838137,151,38.34813678381379,0.09755674848490392
380,FlexibleCantilever_0,157.5188271260838,151,-42.4811728739162,0.09755653556348316
380,FlexibleCantilever_1,404.5204020874261,151,-45.47959791257394,0.09755653556348316
380,FlexibleCantilever_2,654.5204020874261,151,-45.47959791257394,0.09755653556348316
380,FlexibleCantilever_3,939.8032028529459,151,-10.196797147054141,0.09755653556348316
400,FlexibleCantilever_0,144.86253786104513,151,-55.13746213895487,0.09755634591326315
