Step,Obj_Name,Obj_X,Obj_Y,Deflection_dX,Max_Flow_Vel
0,FlexibleCantilever_0,200.0,101,0.0,0.04000399987538757
20,FlexibleCantilever_0,219.85110713581403,101,19.851107135814033,0.062225514651793885
40,FlexibleCantilever_0,247.50755049587792,101,47.50755049587793,0.062137144275635756
60,FlexibleCantilever_0,224.17795595772728,101,24.177955957727285,0.058950577195772715
80,FlexibleCantilever_0,225.98628768590424,101,25.98628768590424,0.05972219281096332
100,FlexibleCantilever_0,247.35007360009075,101,47.350073600090745,0.06667128032208876
120,FlexibleCantilever_0,233.91533109760337,101,33.91533109760337,0.0660384026091592
140,FlexibleCantilever_0,227.669114868073,101,27.66911486807301,0.06772956819084587
160,FlexibleCantilever_0,229.67215283129087,101,29.672152831290884,0.07659389884886494
180,FlexibleCantilever_0,242.80013002682415,101,42.80013002682416,0.09249652685203674
200,FlexibleCantilever_0,233.20902996999726,101,33.20902996999726,0.11152895187375744
220,FlexibleCantilever_0,224.33726069659764,101,24.33726069659763,0.11446862941632248
240,FlexibleCantilever_0,234.4836497027171,101,34.48364970271708,0.11218347844321305
260,FlexibleCantilever_0,225.4903548670459,101,25.490354867045898,0.10752936644185025
280,FlexibleCantilever_0,220.02535951801212,101,20.025359518012134,0.11256212521642969
300,FlexibleCantilever_0,230.58826820894475,101,30.588268208944747,0.11463810139695423
320,FlexibleCantilever_0,222.98661800333667,101,22.986618003336662,0.11458807943387382
340,FlexibleCantilever_0,211.30443303720344,101,11.304433037203431,0.14075181900388747
360,FlexibleCantilever_0,220.11696198085843,101,20.11696198085843,0.1574855027237611
380,FlexibleCantilever_0,225.16566339577145,101,25.165663395771446,0.15236399780265333
400,FlexibleCantilever_0,204.91033771710855,101,4.910337717108539,0.13720931336616918
420,FlexibleCantilever_0,208.56094857751165,101,8.560948577511654,0.18408992373186572
440,FlexibleCantilever_0,224.84597337223792,101,24.845973372237932,0.1703629578123136
460,FlexibleCantilever_0,203.47392538290129,101,3.4739253829012786,0.15698995673847693
480,FlexibleCantilever_0,199.59845337857058,101,-0.40154662142940367,0.18187476057105922
500,FlexibleCantilever_0,223.83596433421283,101,23.835964334212825,0.15646302455674377
520,FlexibleCantilever_0,196.11445701705563,101,-3.8855429829443624,0.1433662765724251
540,FlexibleCantilever_0,198.311806096287,101,-1.688193903712988,0.1531886390042606
560,FlexibleCantilever_0,224.9965237992286,101,24.996523799228612,0.14062247252831173
580,FlexibleCantilever_0,191.71215449077366,101,-8.287845509226344,0.13219427604727604
600,FlexibleCantilever_0,198.578182207463,101,-1.421817792537001,0.14699907801556444
620,FlexibleCantilever_0,227.87792470138632,101,27.877924701386316,0.14029800000740988
640,FlexibleCantilever_0,189.552337159377,101,-10.44766284062299,0.13471807982494582
660,FlexibleCantilever_0,198.1594422887547,101,-1.8405577112453164,0.165275421407484
680,FlexibleCantilever_0,249.12369584536492,101,49.12369584536493,0.16149209176353954
700,FlexibleCantilever_0,213.2500617361484,101,13.250061736148401,0.15251056303044608
720,FlexibleCantilever_0,201.88139177862334,101,1.8813917786233476,0.15666358524285948
740,FlexibleCantilever_0,247.14402521831315,101,47.14402521831314,0.16173929187429836
760,FlexibleCantilever_0,212.17926346620902,101,12.179263466209022,0.15397051778599746
780,FlexibleCantilever_0,198.1862849343707,101,-1.8137150656293162,0.14752553867417395
800,FlexibleCantilever_0,246.8009764513235,101,46.8009764513235,0.1589866516342061
