Material,Power_Proxy,Amplitude,Frequency
Carbon_Fiber,0.004145595190326391,45.14615620675756,1.4261744966442953
Aluminum,0.0019486335019712024,47.83531659944632,0.9228187919463087
PVC_Plastic,0.0006161727669219517,49.31468403978541,0.5033557046979866
Fiberglass,0.0006089003969669352,49.022802337167185,0.5033557046979866
